GLAccountMapId,Source,FinancialRecordType,GLAccount,GLDescription,FileTypeId,FieldName,IncludeExchangeName
15,GS 1.0,FWO,99999,SUSPENSE,2,,false
16,GS 1.0,ME,99999,SUSPENSE,2,,false
17,GS 1.0,MEX,99999,SUSPENSE,2,,false
18,GS 1.0,MI,53000,INTEREST EXPENSE,2,,false
19,GS 1.0,MIJ,53000,INTEREST EXPENSE,2,,false
20,GS 1.0,OBR,54000,BROKERAGE EXPENSE,2,,false
21,GS 1.0,OEF,52200,OPTION EXCHANGE FEES,2,,false
22,GS 1.0,OFX,52200,OPTION EXCHANGE FEES,2,,false
23,GS 1.0,OHF,52400,EXCHANGE REBATE PROGRAMS,2,,false
24,GS 1.0,OPT,51200,OPTIONS CLEARING FIRM COMMISSIONS,2,,false
25,GS 1.0,OPX,51200,OPTIONS CLEARING FIRM COMMISSIONS,2,,false
26,GS 1.0,POF,52310,PAYMENT FOR ORDER FLOW,2,,false
27,GS 1.0,SBP,44000,SHORT STOCK REBATES,2,,false
28,GS 1.0,SL,55000,SEAT LEASE EXPENSES,2,,false
29,GS 8.0,10,41200,PRINCIPAL EQUITY OPTIONS P&L,11,,false
30,GS 8.0,1161,44000,SSR INCOME PARENT TO CHILD,11,,false
31,GS 8.0,1164,44000,SSR EXPENSE PARENT FROM CHILD,11,,false
32,GS 8.0,1172,44000,SBP EXPENSE PARENT TO CHILD,11,,false
33,GS 8.0,1173,44000,SBP INCOME PARENT FROM CHILD,11,,false
34,GS 8.0,12,41400,FUTURES OPTIONS PRINCIPAL P&L,11,,false
35,GS 8.0,121,41100,QUALIFIED L/TERM CAPT GAIN,11,,false
36,GS 8.0,122,42000,SHORT TERM CAPITAL GAIN DIST,11,,false
37,GS 8.0,123,42000,PARTNERSHIP DISTRIBUTIONS,11,,false
38,GS 8.0,124,99999,ROYALTIES,11,,false
39,GS 8.0,13,41000,PRINCIPAL CURRENCY P&L,11,,false
40,GS 8.0,131,51100,STOCK CLEARING (SH),11,,false
41,GS 8.0,132,54000,STOCK BROKERAGE (SH),11,,false
42,GS 8.0,134,52100,STOCK EXCHANGE FEES INC,11,,false
43,GS 8.0,135,51200,OPTION CLEARING (SH),11,,false
44,GS 8.0,136,54000,OPTION BROKERAGE (SH),11,,false
45,GS 8.0,139,54000,I.D. TICKET CHARGE (SH),11,,false
46,GS 8.0,146,52400,OPTIONS LIQUIDITY REBATE - T/P,11,,false
47,GS 8.0,153,44000,STOCK BORROW PREMIUM RECLASS,11,,false
48,GS 8.0,155,53005,CAPITAL USAGE,11,,false
49,GS 8.0,16,43000,FUTURES CREDIT INTEREST,11,,false
50,GS 8.0,160,44000,S/S INTEREST REBATE,11,,false
51,GS 8.0,1648,52300,FUTURES EXCHANGE - J/E,11,,false
52,GS 8.0,17,53000,FUTURES DEBIT INTEREST,11,,false
53,GS 8.0,175,51100,GLOBAL CLEARANCE CHARGES (SH),11,,false
54,GS 8.0,18,54000,FUTURES DESK EXECUTION EXP,11,,false
55,GS 8.0,183,99999,MISCELLANEOUS EXPENSES,11,,false
56,GS 8.0,19,51400,FUTURES COMMISSIONS EXP,11,,false
57,GS 8.0,194,55000,SEAT LEASE EXPENSE B/E,11,,false
58,GS 8.0,20,41200,PRINCIPAL INDEX OPTIONS P&L,11,,false
59,GS 8.0,200,51100,STOCK CLEARING SH,11,,false
60,GS 8.0,205,51100,STOCK CLEARING TS,11,,false
61,GS 8.0,210,54000,EQUITIES BROKERAGE - S/H,11,,false
62,GS 8.0,2145,51100,NON-EQTY EXRS/ASGN CHRGS - S/H,11,,false
63,GS 8.0,215,54000,STOCK BROKERAGE TS,11,,false
64,GS 8.0,2153,53005,CASH MARGIN DEFICIENCY RECLASS,11,,false
65,GS 8.0,2160,61300,BOOKKEEPING UNCLASSIFIED INC,11,,false
66,GS 8.0,221,51110,NYSE STK SEC FEES,11,,false
67,GS 8.0,2210,54000,EQUITIES BROKERAGE - J/E,11,,false
68,GS 8.0,222,51110,NYSE ALTERNEXT STK SEC FEES,11,,false
69,GS 8.0,223,51110,CHX/CIN STK SEC FEES,11,,false
70,GS 8.0,224,51110,PSE STK SEC FEES,11,,false
71,GS 8.0,226,51110,OTC STK SEC FEES,11,,false
72,GS 8.0,227,51110,NASD STK SEC FEES,11,,false
73,GS 8.0,2272,52400,PROVIDING LIQUIDITY REBATE T/P,11,,false
74,GS 8.0,228,51110,I.D.RELATED STK SEC FEES,11,,false
75,GS 8.0,234,51110,EDGA STK SEC FEES,11,,false
76,GS 8.0,236,51110,EDGX STK SEC FEES,11,,false
77,GS 8.0,237,51110,BATS Y STK SEC FEES,11,,false
78,GS 8.0,238,51110,BATS STK SEC FEES,11,,false
79,GS 8.0,2385,51100,NON-EQTY EXRC/ASGN CHRGS EXP,11,,false
80,GS 8.0,2387,51100,NON-EQTY EXRS/ASGN CHRGS - S/H,11,,false
81,GS 8.0,239,51110,NASDAQ PSX STK SEC FEES,11,,false
82,GS 8.0,247,51110,IEX STK SEC FEES,11,,false
83,GS 8.0,252,51110,MEMX STK SEC FEES,11,,false
84,GS 8.0,2560,61300,BOOKKEEPING UNCLASSIFIED EXP,11,,false
85,GS 8.0,2877,52310,PAYMENT FOR ORDER FLOW,11,,false
86,GS 8.0,297,54000,EQUITIES BROKERAGE (CC) - T/P,11,,false
87,GS 8.0,30,41100,PRINCIPAL EQUITIES P&L,11,,false
88,GS 8.0,35,41300,BOND P&L PRINCIPAL,11,,false
89,GS 8.0,350,52100,EQUITIES EXCHANGE - J/E,11,,false
90,GS 8.0,380,51200,OPTIONS CLEARING - S/H,11,,false
91,GS 8.0,385,51200,OPTIONS CLEARING - T/P,11,,false
92,GS 8.0,390,54000,OPTIONS BROKERAGE - S/H,11,,false
93,GS 8.0,395,54000,OPTIONS BROKERAGE - T/P,11,,false
94,GS 8.0,401,51110,CBOE OPT SEC FEES,11,,false
95,GS 8.0,402,51110,NYSE ALTERNEXT OPT SEC FEES,11,,false
96,GS 8.0,403,51110,PHLX OPT SEC FEES,11,,false
97,GS 8.0,404,51110,PSE OPT SEC FEES,11,,false
98,GS 8.0,405,51110,ISE OPT SEC FEES,11,,false
99,GS 8.0,406,51110,NASD OPT SEC FEES,11,,false
100,GS 8.0,407,51110,BOX OPT SEC FEES,11,,false
101,GS 8.0,408,51110,BATS OPT SEC FEES,11,,false
102,GS 8.0,409,51110,C2 OPT SEC FEES,11,,false
103,GS 8.0,410,51110,NASDAQ BX OPT SEC FEES,11,,false
104,GS 8.0,411,51110,MIAMI OPT SEC FEES,11,,false
105,GS 8.0,412,51110,ISE-2 OPT SEC FEES,11,,false
106,GS 8.0,414,51110,MIAX PEARL OPT SEC FEES,11,,false
107,GS 8.0,471,52200,CBOE OPT EXCH FEES,11,,false
108,GS 8.0,472,52200,NYSE ALTERNEXT OPT EXCH FEES,11,,false
109,GS 8.0,473,52200,PHLX OPT EXCH FEES,11,,false
110,GS 8.0,474,52200,PSE OPT EXCH FEES,11,,false
111,GS 8.0,475,52200,ISE OPT EXCH FEES,11,,false
112,GS 8.0,476,51210,OCC FEE,11,,false
113,GS 8.0,483,52200,BOX OPT EXCH FEES,11,,false
114,GS 8.0,484,52200,BATS OPT EXCH FEES,11,,false
115,GS 8.0,486,52200,C2 OPT EXCH FEES,11,,false
116,GS 8.0,487,52200,NASDAQ OPT EXCH FEES,11,,false
117,GS 8.0,488,52200,NASDAQ BX OPT EXCH FEES,11,,false
118,GS 8.0,500,52200,OPTIONS EXCHANGE - J/E,11,,false
119,GS 8.0,51,52300,FUTURES CLEARING HOUSE,11,,false
120,GS 8.0,511,99999,CREATE/REDEEM FEES TS,11,,false
121,GS 8.0,512,61300,ETF BANK FEES T/P,11,,false
122,GS 8.0,513,52200,MIAMI OPT EXCH FEES,11,,false
123,GS 8.0,515,52200,ISE-2 OPT EXCH FEES,11,,false
124,GS 8.0,520,52200,MIAX PEARL OPT EXCH FEES,11,,false
125,GS 8.0,526,99999,FINANCIAL TRANSACTION TAX EXP,11,,false
126,GS 8.0,540,51200,OPTION EXERC./ASSIGNMENT FEE,11,,false
127,GS 8.0,542,54000,I.D. TICKET CHARGE SH,11,,false
128,GS 8.0,545,54000,STOCK I.D. TICKET CHARGE TS,11,,false
129,GS 8.0,555,42000,MANUFACTURED RETURN OF CAPITAL,11,,false
130,GS 8.0,560,53000,DEBIT INTEREST,11,,false
131,GS 8.0,561,53000,INTEREST EXP PARENT TO CHILD,11,,false
132,GS 8.0,562,53000,INTEREST EXP PARENT FROM CHILD,11,,false
133,GS 8.0,570,53005,CAPITAL USAGE,11,,false
134,GS 8.0,580,52000,QUALIFIED DIVIDEND,11,,false
135,GS 8.0,581,52000,NON-QUALIFIED DIVIDEND,11,,false
136,GS 8.0,583,52000,QUALIFIED MANUFACTURED EXP,11,,false
137,GS 8.0,585,52000,TAXABLE SHARE DISTRIBUTION EXP,11,,false
138,GS 8.0,590,53000,CORPORATE INTEREST,11,,false
139,GS 8.0,610,44000,S/S INTEREST EXP.,11,,false
140,GS 8.0,620,42000,FOREIGN WITHHOLDING,11,,false
141,GS 8.0,63,41400,PRINCIPAL FUTURES P&L,11,,false
142,GS 8.0,633,99999,PARTNERSHIP DISTRIBUTIONS,11,,false
143,GS 8.0,646,54000,FUTURES BROKERAGE EXP,11,,false
144,GS 8.0,647,52300,FUTURES REGULATORY,11,,false
145,GS 8.0,648,52300,FUTURES EXCHANGE,11,,false
146,GS 8.0,651,51400,FUTURES COMMISSION EXP,11,,false
147,GS 8.0,661,51100,GLOBAL CLEARING,11,,false
148,GS 8.0,70,42000,QUALIFIED DIVIDEND,11,,false
149,GS 8.0,71,42000,NON-QUALIFIED DIVIDEND,11,,false
150,GS 8.0,72,42000,NON-QUALIFIED MANUFACTURED INC,11,,false
151,GS 8.0,7222,52100,ARCA PROV LIQ REBATE  T/P,11,,false
152,GS 8.0,7223,52100,BATS  PROV LIQ REBATE  T/P,11,,false
153,GS 8.0,7228,52100,NASDAQ PROV LIQ REBATE  T/P,11,,false
154,GS 8.0,7229,52100,NASDAQ OMX PROV LIQ REBATE T/P,11,,false
155,GS 8.0,7230,52100,NYSE PROV LIQ REBATE  T/P,11,,false
156,GS 8.0,7233,52100,EDGA PROVIDING LIQ REBATE T/P,11,,false
157,GS 8.0,7234,52100,EDGX PROVIDING LIQ REBATE T/P,11,,false
158,GS 8.0,7236,52100,BATS Y PROV LIQ REBATE T/P,11,,false
159,GS 8.0,7237,52100,NASDAQ PSX PROV LIQ REBATE T/P,11,,false
160,GS 8.0,73,42000,QUALIFIED MANUFACTURED INC,11,,false
161,GS 8.0,7321,52100,ALTERNEXT TAKING LIQ T/P,11,,false
162,GS 8.0,7322,52100,ARCA TAKING LIQ T/P,11,,false
163,GS 8.0,7323,52100,BATS TAKING LIQ T/P,11,,false
164,GS 8.0,7328,52100,NASDAQ TAKING LIQ  T/P,11,,false
165,GS 8.0,7329,52100,NASDAQ OMX TAKING LIQ T/P,11,,false
166,GS 8.0,7330,52100,NYSE TAKING LIQ T/P,11,,false
167,GS 8.0,7332,52100,OTC TAKING LIQ T/P,11,,false
168,GS 8.0,7333,52100,EDGA TAKING LIQ T/P,11,,false
169,GS 8.0,7334,52100,EDGX TAKING LIQ T/P,11,,false
170,GS 8.0,7336,52100,BATS Y TAKING LIQ T/P,11,,false
171,GS 8.0,7337,52100,NASDAQ PSX TAKING LIQ T/P,11,,false
172,GS 8.0,7338,52100,IEX TAKING LIQ T/P,11,,false
173,GS 8.0,740,61300,AGENT BANK FEES,11,,false
174,GS 8.0,7427,52100,MWSE  PROACTIVE LIQ T/P,11,,false
175,GS 8.0,80,53000,CORPORATE INTEREST,11,,false
176,GS 8.0,802,54000,TRADING RELATED CHARGES,11,,false
177,GS 8.0,803,99999,MISCELLANEOUS EXPENSES,11,,false
178,GS 8.0,804,61300,WIRE TRANSFER CHARGES,11,,false
179,GS 8.0,806,42000,FOREIGN RECLAIMABLE TAX,11,,false
180,GS 8.0,883,52100,OTHER EXCHANGE RELATED FEES,11,,false
181,GS 8.0,9,41000,FX CONVERSION ROUNDING,11,,false
182,GS 8.0,90,43000,CREDIT INTEREST,11,,false
183,GS 8.0,91,43000,INTEREST INC PARENT TO CHILD,11,,false
184,GS 8.0,92,43000,INTEREST INC PARENT FROM CHILD,11,,false
185,INTERNAL,INTERNAL MAP,11000,DUE TO/FROM CLEARING HOUSE,,,false
186,INTERNAL,INTERNAL MAP,11100,LONG STOCK VALUE,,,false
187,INTERNAL,INTERNAL MAP,11200,LONG OPTIONS VALUE,,,false
188,INTERNAL,INTERNAL MAP,11300,LONG DEBT VALUE,,,false
189,INTERNAL,INTERNAL MAP,11400,OPEN TRADE EQUITY,,,false
190,INTERNAL,INTERNAL MAP,11500,PHYSICAL RECEIPTS VALUE,,,false
191,INTERNAL,INTERNAL MAP,21000,DUE TO/FROM CLEARING HOUSE,,,false
192,INTERNAL,INTERNAL MAP,21100,SHORT STOCK VALUE,,,false
193,INTERNAL,INTERNAL MAP,21200,SHORT OPTIONS VALUE,,,false
194,INTERNAL,INTERNAL MAP,21300,SHORT DEBT VALUE,,,false
195,INTERNAL,INTERNAL MAP,21400,OPEN TRADE EQUITY,,,false
196,GS 3.3,,11000,DUE TO/FROM CLEARING HOUSE,1,T_D_TOTAL_CASH_BALANCE_1,false
197,GS 3.3,,11000,DUE TO/FROM CLEARING HOUSE,1,T_D_TOTAL_CASH_BALANCE_2,false
198,GS 3.3,,11000,DUE TO/FROM CLEARING HOUSE,1,T_D_TOTAL_CASH_BALANCE_3A,false
199,GS 3.3,,11000,DUE TO/FROM CLEARING HOUSE,1,T_D_TOTAL_CASH_BALANCE_3B,false
200,GS 3.3,,11100,LONG STOCK VALUE,1,T_D_LONG_EQUITY_VALUE_1,false
201,GS 3.3,,11100,LONG STOCK VALUE,1,T_D_LONG_EQUITY_VALUE_3B,false
202,GS 3.3,,11200,LONG OPTIONS VALUE,1,T_D_LONG_OPTION_VALUE_1,false
203,GS 3.3,,11200,LONG OPTIONS VALUE,1,T_D_LONG_OPTION_VALUE_3B,false
204,GS 3.3,,11250,LONG OPTIONS VALUE,1,T_D_LONG_OPTION_VALUE_2,false
205,GS 3.3,,11250,LONG OPTIONS VALUE,1,T_D_LONG_OPTION_VALUE_3A,false
206,GS 3.3,,11300,LONG DEBT VALUE,1,T_D_LONG_DEBT_VALUE_1,false
207,GS 3.3,,11300,LONG DEBT VALUE,1,T_D_LONG_DEBT_VALUE_3B,false
208,GS 3.3,,11400,OPEN TRADE EQUITY,1,T_D_EQUITY_OTE_3B,false
209,GS 3.3,,11400,OPEN TRADE EQUITY,1,T_D_FUTURES_OTE_2,false
210,GS 3.3,,11400,OPEN TRADE EQUITY,1,T_D_FUTURES_OTE_3A,false
211,GS 3.3,,11400,OPEN TRADE EQUITY,1,T_D_FUTURES_STYLE_OPTIONS_OTE_2,false
212,GS 3.3,,11400,OPEN TRADE EQUITY,1,T_D_FUTURES_STYLE_OPTIONS_OTE_3A,false
213,GS 3.3,,21100,SHORT STOCK VALUE,1,T_D_SHORT_EQUITY_VALUE_1,false
214,GS 3.3,,21100,SHORT STOCK VALUE,1,T_D_SHORT_EQUITY_VALUE_3B,false
